region,category,parameter,mode,powertrain,year,unit,value
France,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,4.300000190734863
France,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,1.7999999523162842
France,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,2.5999999046325684
France,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,7
France,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,82000
France,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,22000
France,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,29000
France,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,110000
France,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,10
France,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,3.4000000953674316
France,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,4.400000095367432
France,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,8.5
France,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,150000
France,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,24000
France,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,31000
France,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,180000
France,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,10
France,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,5.400000095367432
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.2800000011920929
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.008500000461935997
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,500
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,500
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,680
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,1200
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.019999999552965164
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.4000000059604645
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.6700000166893005
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.03999999910593033
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,2400
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,1200
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,1200
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,3600
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.05900000035762787
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.6399999856948853
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.8100000023841858
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.08500000089406967
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,5200
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,1700
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,2100
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,7300
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.11999999731779099
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,1.2000000476837158
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,1.7000000476837158
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.17000000178813934
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,10000
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,3100
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,4500
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,15000
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.25
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,2.299999952316284
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,1.899999976158142
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.33000001311302185
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,20000
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,4600
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,7000
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,27000
Germany,Historical,EV stock,2 and 3 wheelers,PHEV,2021,Vehicles,2
Germany,Historical,EV sales,2 and 3 wheelers,PHEV,2021,Vehicles,2
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.46000000834465027
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,3.200000047683716
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,15
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.100000023841858
Germany,Historical,EV sales,2 and 3 wheelers,PHEV,2022,Vehicles,3
Germany,Historical,EV stock,2 and 3 wheelers,PHEV,2022,Vehicles,5
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,60000
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,34000
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,17000
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,77000
Germany,Historical,EV stock,2 and 3 wheelers,PHEV,2023,Vehicles,5
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,1.399999976158142
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,7.5
Germany,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,3.5999999046325684
Germany,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,1.600000023841858
Germany,Historical,EV stock,2 and 3 wheelers,PHEV,2024,Vehicles,5
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,85000
Germany,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,8000
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,36
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,36
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.07900000363588333
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.0020000000949949026
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.0032999999821186066
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.05900000035762787
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,23
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,59
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,30
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,89
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.07599999755620956
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.004900000058114529
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.005799999926239252
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.04600000008940697
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,110
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,19
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,28
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,140
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.061000000685453415
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.007400000002235174
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.009200000204145908
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.09300000220537186
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,170
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,30
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,32
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,200
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.09200000017881393
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.012000000104308128
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.017999999225139618
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.30000001192092896
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,320
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,120
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,160
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,480
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.46000000834465027
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.02800000086426735
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.06800000369548798
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,1.5
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,1100
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,660
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,1100
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,2200
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,2
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.12999999523162842
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.20000000298023224
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,1.5
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3200
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,950
Greece,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,1100
Greece,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,4200
Greece,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,1.5
Greece,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.27000001072883606
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2010,percent,0.20000000298023224
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2010,percent,0.08799999952316284
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2010,Vehicles,1
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,29
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,31
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2011,Vehicles,2
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2011,percent,0.17000000178813934
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.20999999344348907
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.25
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,2.0999999046325684
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,6
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,37
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,37
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.25999999046325684
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.25999999046325684
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,37
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,37
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,1
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.25999999046325684
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.25
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,3
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.3100000023841858
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,6
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,42
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,48
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,8
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.3499999940395355
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,2.9000000953674316
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.33000001311302185
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.3700000047683716
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,1
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,49
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,83
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,25
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.6299999952316284
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,11
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,56
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,3
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,300
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,390
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,460
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,61
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,3.4000000953674316
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,16
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,9.100000381469727
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,3.700000047683716
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,37
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,490
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,520
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,41
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,3.799999952316284
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,5
Iceland,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,4.5
Iceland,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,4.099999904632568
Iceland,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,27
Iceland,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,550
India,Historical,EV stock share,2 and 3 wheelers,EV,2010,percent,0.04600000008940697
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2010,Million barrels per day,0.00005999999848427251
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2010,"Oil displacement, million lge",3.5
India,Historical,EV sales share,2 and 3 wheelers,EV,2010,percent,0.3400000035762787
India,Historical,Battery demand,2 and 3 wheelers,EV,2010,GWh,0.11999999731779099
India,Historical,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,40000
India,Historical,EV sales,2 and 3 wheelers,BEV,2010,Vehicles,40000
India,Historical,EV sales,2 and 3 wheelers,BEV,2011,Vehicles,30000
India,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,70000
India,Historical,Battery demand,2 and 3 wheelers,EV,2011,GWh,0.09000000357627869
India,Historical,EV sales share,2 and 3 wheelers,EV,2011,percent,0.2199999988079071
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2011,Million barrels per day,0.000097999996796716
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2011,"Oil displacement, million lge",5.699999809265137
India,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.0729999989271164
India,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.1599999964237213
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2012,Million barrels per day,0.0004400000034365803
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2012,"Oil displacement, million lge",25
India,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,1.2000000476837158
India,Historical,Battery demand,2 and 3 wheelers,EV,2012,GWh,0.5600000023841858
India,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,170000
India,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,190000
India,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,210000
India,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,210000
India,Historical,Battery demand,2 and 3 wheelers,EV,2013,GWh,0.6399999856948853
India,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,1.2999999523162842
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2013,Million barrels per day,0.0007900000200606883
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2013,"Oil displacement, million lge",45
India,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.18000000715255737
India,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.17000000178813934
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2014,Million barrels per day,0.0012000000569969416
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2014,"Oil displacement, million lge",70
India,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,1.5
India,Historical,Battery demand,2 and 3 wheelers,EV,2014,GWh,0.7699999809265137
India,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,230000
India,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,260000
India,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,6900
India,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,250000
India,Historical,Battery demand,2 and 3 wheelers,EV,2015,GWh,0.020999999716877937
India,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.03999999910593033
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2015,Million barrels per day,0.0012000000569969416
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2015,"Oil displacement, million lge",70
India,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.17000000178813934
India,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.17000000178813934
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2016,Million barrels per day,0.0012000000569969416
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2016,"Oil displacement, million lge",71
India,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.25999999046325684
India,Historical,Battery demand,2 and 3 wheelers,EV,2016,GWh,0.15000000596046448
India,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,260000
India,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,49000
India,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,85000
India,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,770000
India,Historical,Battery demand,2 and 3 wheelers,EV,2017,GWh,0.25999999046325684
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2017,Million barrels per day,0.00139999995008111
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2017,"Oil displacement, million lge",78
India,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.44999998807907104
India,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.4099999964237213
India,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.5600000023841858
India,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.800000011920929
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2018,Million barrels per day,0.00139999995008111
India,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2018,"Oil displacement, million lge",83
India,Historical,Battery demand,2 and 3 wheelers,EV,2018,GWh,0.3799999952316284
India,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1500000
India,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,130000
India,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,160000
India,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2000000
India,Historical,Battery demand,2 and 3 wheelers,EV,2019,GWh,0.49000000953674316
India,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2019,Million barrels per day,0.0015999999595806003
